scorer,DLC_resnet50_FullDatasetDec12shuffle100_100000,DLC_resnet50_FullDatasetDec12shuffle100_100000,DLC_resnet50_FullDatasetDec12shuffle100_100000,DLC_resnet50_FullDatasetDec12shuffle100_100000,DLC_resnet50_FullDatasetDec12shuffle100_100000,DLC_resnet50_FullDatasetDec12shuffle100_100000
bodyparts,nose,nose,nose,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood
34,615.5301513671875,796.7846069335938,0.7742433547973633,739.1087646484375,768.1922607421875,0.9011946320533752
35,614.1561889648438,804.1553344726562,0.7723526358604431,739.34716796875,765.3167724609375,0.8670328855514526
36,620.2544555664062,813.7492065429688,0.7007785439491272,740.573486328125,762.7131958007812,0.8653948307037354
37,623.3984985351562,822.1180419921875,0.6894366145133972,741.5169067382812,761.1740112304688,0.8938543200492859
38,632.1802978515625,834.4386596679688,0.6208052039146423,741.7593994140625,758.4935913085938,0.9276458024978638
39,637.0884399414062,845.6889038085938,0.7132318615913391,741.114013671875,757.198486328125,0.8344693183898926
40,640.1475830078125,859.1361083984375,0.7908625602722168,741.8125610351562,757.9566040039062,0.6851403117179871
41,641.6728515625,870.5166015625,0.8462029695510864,742.9542846679688,759.0507202148438,0.22570621967315674
42,646.5418701171875,881.4473266601562,0.7731409072875977,607.8900756835938,1520.008056640625,0.16244935989379883
43,652.4384765625,894.1591186523438,0.5768397450447083,747.9278564453125,701.2503662109375,0.12593451142311096
44,651.9715576171875,904.2031860351562,0.6101168394088745,742.9314575195312,705.661865234375,0.18928442895412445
45,652.9600830078125,915.7052001953125,0.7302137613296509,740.3031005859375,711.8504638671875,0.603561282157898
46,663.7545166015625,926.3804321289062,0.6198893785476685,731.9414672851562,708.7749633789062,0.5251460075378418
47,671.7481079101562,932.7855224609375,0.5451279282569885,714.6061401367188,704.9591674804688,0.11581873148679733
48,675.1315307617188,938.1113891601562,0.5770931839942932,596.371337890625,1515.1763916015625,0.13038212060928345
49,674.5613403320312,941.0501708984375,0.2887912094593048,596.158935546875,1514.760498046875,0.1417718082666397
50,676.2628784179688,942.4650268554688,0.37985503673553467,611.034423828125,1521.912109375,0.13378304243087769
51,686.1213989257812,944.367919921875,0.3724459111690521,689.7999877929688,720.8089599609375,0.2573505938053131
52,706.0526733398438,942.5797729492188,0.6669077277183533,684.5338134765625,719.4199829101562,0.3708958625793457
53,719.1343383789062,937.1948852539062,0.5726001858711243,683.453125,721.5540161132812,0.5099563002586365
54,720.1039428710938,932.7662353515625,0.7907336950302124,681.9984741210938,722.0106201171875,0.6653820872306824
55,718.8190307617188,932.9434814453125,0.7320613861083984,676.8826904296875,720.6119995117188,0.49809515476226807
56,720.2296142578125,929.8922729492188,0.862140953540802,673.2466430664062,723.3261108398438,0.4484615623950958
57,728.5175170898438,922.3671875,0.7824523448944092,664.3934936523438,720.4332885742188,0.5391992926597595
58,740.0907592773438,908.72314453125,0.8660585880279541,653.510498046875,719.6676025390625,0.4739672541618347
59,753.2381591796875,887.1438598632812,0.8140990138053894,645.9364624023438,716.9081420898438,0.657318115234375
60,764.8345336914062,859.9053344726562,0.7626078724861145,636.7463989257812,718.2628784179688,0.7717723846435547
61,770.7572631835938,829.6893310546875,0.903143584728241,633.03515625,718.384521484375,0.7844372987747192
62,771.2803344726562,802.5538940429688,0.9270061254501343,629.7401123046875,721.9327392578125,0.7944660186767578
63,774.1578979492188,778.9351196289062,0.8396356701850891,624.66259765625,726.1875,0.8715223073959351
64,774.4453125,754.84033203125,0.7980007529258728,623.6024780273438,731.6010131835938,0.8418443202972412
65,769.1095581054688,731.8202514648438,0.7818215489387512,621.3117065429688,737.8840942382812,0.7136805057525635
66,758.9275512695312,713.6484375,0.7765557169914246,620.0908203125,746.552978515625,0.6835387945175171
67,752.2012939453125,701.4647216796875,0.8088998198509216,613.5440063476562,761.4783935546875,0.46828174591064453
68,748.1255493164062,693.7750244140625,0.8512752056121826,612.0552978515625,777.5806274414062,0.5023529529571533
69,736.1002807617188,685.9270629882812,0.8128806352615356,614.8523559570312,788.9482421875,0.8385910391807556
70,720.900634765625,680.5768432617188,0.8275377750396729,618.6006469726562,798.193115234375,0.6808579564094543
71,700.8925170898438,671.4037475585938,0.8690200448036194,621.8410034179688,803.2017211914062,0.8510216474533081
72,675.9144897460938,668.9798583984375,0.879109799861908,623.9700317382812,806.333984375,0.806108832359314
73,657.9177856445312,670.1430053710938,0.8488946557044983,627.124267578125,809.5675659179688,0.8177469968795776
74,644.1334228515625,670.7387084960938,0.8525670170783997,630.8073120117188,812.77783203125,0.8295883536338806
75,640.7501831054688,662.455078125,0.8753588199615479,636.4208374023438,815.4398193359375,0.8611562848091125
76,636.7744140625,659.0570068359375,0.8253777623176575,640.8114013671875,820.4312744140625,0.9114848971366882
77,625.0713500976562,657.904296875,0.8954395055770874,644.0842895507812,824.438232421875,0.8434752225875854
78,610.084716796875,661.74365234375,0.916672945022583,648.5609130859375,827.9721069335938,0.8162820339202881
79,597.1964111328125,662.5035400390625,0.8982426524162292,657.2743530273438,830.4398193359375,0.8553659319877625
80,589.6107177734375,657.808837890625,0.8618894815444946,660.0896606445312,830.0851440429688,0.9000712037086487
81,577.8497314453125,656.7589721679688,0.9148855209350586,665.9588623046875,828.4646606445312,0.7298329472541809
82,571.3270263671875,658.5590209960938,0.8484615683555603,667.8174438476562,824.6241455078125,0.8249574899673462
83,562.9216918945312,656.9050903320312,0.9120839834213257,664.03369140625,821.6658935546875,0.6041620969772339
84,556.050048828125,653.1573486328125,0.8076336979866028,664.4459838867188,821.0953979492188,0.785353422164917
85,547.1843872070312,648.7454833984375,0.8863465785980225,663.121337890625,817.4029541015625,0.845402717590332
86,537.9016723632812,646.8379516601562,0.8750033378601074,662.8416137695312,815.2963256835938,0.8760510683059692
87,529.7115478515625,651.802734375,0.8947621583938599,662.4415893554688,812.946044921875,0.8190636038780212
88,520.5065307617188,659.7060546875,0.8921740055084229,663.228515625,809.4700927734375,0.8314223289489746
89,517.496337890625,670.35595703125,0.9013257622718811,670.50244140625,807.6715087890625,0.7274155020713806
90,519.2826538085938,674.9732055664062,0.8955272436141968,679.1431274414062,809.927001953125,0.68047696352005
91,522.35986328125,676.38720703125,0.8463125824928284,694.953857421875,808.9929809570312,0.803621768951416
92,523.637451171875,683.8372192382812,0.7746818661689758,706.6759033203125,805.14111328125,0.8655886054039001
93,522.1871948242188,695.6631469726562,0.8614917397499084,711.9135131835938,800.9055786132812,0.8880804181098938
94,519.18603515625,702.150390625,0.8569093942642212,717.0646362304688,797.7725219726562,0.7540720105171204
95,518.8810424804688,716.502685546875,0.8508456349372864,717.846923828125,796.9754638671875,0.7735981941223145
96,521.2179565429688,732.6342163085938,0.8099455833435059,718.0814819335938,798.0194702148438,0.6560659408569336
97,527.8273315429688,753.380615234375,0.9449759125709534,719.0946044921875,797.1099243164062,0.7596981525421143
98,539.2514038085938,775.932373046875,0.9187400937080383,723.5736694335938,793.2782592773438,0.7762688398361206
99,555.1883544921875,795.451416015625,0.8248471617698669,732.3370361328125,785.8941040039062,0.8125550746917725
100,573.032470703125,815.9403686523438,0.8367798924446106,738.1287841796875,779.9741821289062,0.7743470072746277
101,590.8321533203125,832.5184326171875,0.7385101914405823,743.1424560546875,775.2407836914062,0.7859979867935181
102,612.200439453125,845.1696166992188,0.7384560704231262,744.1345825195312,773.0680541992188,0.8033506870269775
103,624.718017578125,855.0880126953125,0.7014450430870056,747.1064453125,771.4874267578125,0.8100693821907043
104,634.2179565429688,862.9027099609375,0.6212480664253235,747.8758544921875,773.61083984375,0.775833785533905
105,646.3676147460938,867.3062744140625,0.7235186100006104,747.9856567382812,772.416259765625,0.7596728801727295
106,660.3763427734375,872.2139892578125,0.7148013114929199,747.3463745117188,770.7294311523438,0.7762458324432373
107,668.4113159179688,876.1974487304688,0.6611922383308411,744.6435546875,768.3486328125,0.7061482071876526
108,671.6494140625,880.0984497070312,0.5629348754882812,747.202392578125,758.6128540039062,0.8088664412498474
109,675.5936889648438,885.5892333984375,0.6625034213066101,749.0567016601562,741.5332641601562,0.7679206132888794
110,673.8684692382812,893.3968505859375,0.5413504838943481,750.411865234375,721.4812622070312,0.8079538941383362
111,666.52294921875,897.2109985351562,0.621988832950592,749.30859375,701.536376953125,0.7657905220985413
112,660.3218383789062,896.6240844726562,0.7612669467926025,749.379150390625,688.727294921875,0.9397369623184204
113,661.3097534179688,897.3118286132812,0.6955279111862183,754.3826904296875,683.7966918945312,0.9600924253463745
114,661.7286987304688,899.0719604492188,0.7138980031013489,762.930908203125,684.3148193359375,0.8918607831001282
115,665.2376708984375,902.4730224609375,0.5624253749847412,770.6163330078125,689.3556518554688,0.9327206611633301
116,671.1175537109375,904.0425415039062,0.47885265946388245,775.796142578125,693.8129272460938,0.9115047454833984
117,679.0052490234375,904.3754272460938,0.5517800450325012,782.3043823242188,696.558349609375,0.8916962742805481
118,683.5880126953125,903.8987426757812,0.6321350336074829,782.8444213867188,697.0294189453125,0.9108736515045166
119,687.0364990234375,904.0115966796875,0.5140746831893921,781.1963500976562,695.1548461914062,0.8802710175514221
120,692.9730834960938,904.8594360351562,0.7700487375259399,779.3316040039062,692.4165649414062,0.9112924337387085
121,703.4286499023438,902.2677001953125,0.7087159156799316,774.6578369140625,691.3052368164062,0.9147408604621887
122,718.3935546875,895.9644775390625,0.7830805778503418,768.6535034179688,686.8206787109375,0.8993756771087646
123,735.3140869140625,889.8329467773438,0.7102959752082825,760.029052734375,685.9400634765625,0.8591848015785217
124,742.153564453125,881.0899658203125,0.8722312450408936,748.4949340820312,683.6439819335938,0.8990849256515503
125,751.7654418945312,876.8786010742188,0.8084315061569214,741.2250366210938,678.9815673828125,0.9421379566192627
126,758.3174438476562,868.8330078125,0.8088007569313049,735.19873046875,676.9352416992188,0.9286599159240723
127,767.2154541015625,862.15478515625,0.7242494225502014,734.3273315429688,674.5927734375,0.9150709509849548
128,773.7369384765625,858.7662963867188,0.7099394798278809,735.33251953125,674.17041015625,0.9083854556083679
129,785.3577880859375,857.38525390625,0.7944204211235046,735.7520751953125,675.5597534179688,0.9402241110801697
130,798.7224731445312,852.8832397460938,0.7447495460510254,736.9451904296875,677.2793579101562,0.9409583806991577
131,815.2153930664062,843.3074340820312,0.6848796010017395,735.1563720703125,678.6016235351562,0.9373173713684082
132,828.1672973632812,829.074462890625,0.7747267484664917,733.4180908203125,679.1649169921875,0.9026700258255005
133,836.0982055664062,812.872314453125,0.8266258239746094,729.8177490234375,683.1661376953125,0.875693142414093
134,841.521240234375,795.9420166015625,0.8168349862098694,728.6803588867188,684.8206787109375,0.8613860607147217
135,851.448974609375,780.0618286132812,0.8511238694190979,723.1997680664062,684.6865234375,0.8379206657409668
136,860.6976928710938,760.9354858398438,0.705805778503418,716.9873657226562,688.2113037109375,0.7671300768852234
137,864.3358764648438,740.7852172851562,0.8178662657737732,712.8665771484375,693.609130859375,0.7939251065254211
138,862.2586059570312,723.8505249023438,0.7518644332885742,706.4292602539062,701.7703857421875,0.8478298187255859
139,853.2063598632812,707.7584228515625,0.7770549654960632,701.4238891601562,707.220458984375,0.8014444708824158
140,842.7997436523438,695.4525756835938,0.7454897165298462,698.1232299804688,716.0717163085938,0.7450551986694336
141,842.5404663085938,688.8629150390625,0.6250971555709839,690.9378051757812,725.3106079101562,0.8890269994735718
142,841.7274780273438,685.5274047851562,0.5549736618995667,683.6620483398438,737.0478515625,0.7948490381240845
143,835.9882202148438,683.2718505859375,0.7862641215324402,680.9586181640625,749.8993530273438,0.8356198668479919
144,828.97265625,676.7711791992188,0.806769847869873,679.6393432617188,755.0659790039062,0.9310244917869568
145,807.6332397460938,666.4644775390625,0.7769649624824524,678.9960327148438,760.603271484375,0.8777851462364197
146,780.959716796875,654.9453735351562,0.802510142326355,680.9097900390625,763.2647705078125,0.8018147349357605
147,754.7332153320312,648.7587280273438,0.5903899073600769,681.6929321289062,765.3714599609375,0.7855193018913269
148,734.966552734375,643.573974609375,0.5094024538993835,683.90234375,766.2564086914062,0.7867720127105713
149,713.391357421875,643.468505859375,0.8227477073669434,685.8772583007812,767.8881225585938,0.8667923212051392
150,699.2510986328125,639.1090087890625,0.8482106924057007,687.1183471679688,769.0042724609375,0.8495065569877625
151,686.3999633789062,634.34375,0.6853144764900208,687.80029296875,769.6583251953125,0.831024706363678
152,675.0430297851562,636.5313720703125,0.8291571736335754,687.0733032226562,769.7284545898438,0.7874793410301208
153,665.720947265625,639.1737670898438,0.820106029510498,687.1815185546875,770.2315063476562,0.7210234999656677
154,654.6901245117188,645.530517578125,0.8645532727241516,688.0833740234375,770.235595703125,0.4273013770580292
155,641.9612426757812,653.1041870117188,0.9056447744369507,688.6068725585938,769.9580688476562,0.25748810172080994
156,635.9931030273438,655.208251953125,0.7337566614151001,728.998779296875,818.468017578125,0.1798006147146225
157,627.772705078125,653.4357299804688,0.8852383494377136,729.4862060546875,817.3478393554688,0.2076844573020935
158,621.6732177734375,655.212646484375,0.7818716168403625,729.7010498046875,817.217529296875,0.2138345092535019
159,612.7124633789062,656.4208984375,0.863305926322937,730.9321899414062,816.1370849609375,0.343951016664505
160,604.7386474609375,657.4232177734375,0.8438097238540649,733.1051025390625,814.785400390625,0.3601873517036438
161,594.6060180664062,662.7119750976562,0.8855474591255188,738.7726440429688,815.8881225585938,0.39131292700767517
162,585.6893920898438,669.6557006835938,0.7508649230003357,742.929931640625,812.4554443359375,0.6096844673156738
163,577.1930541992188,671.7264404296875,0.8551630973815918,756.043701171875,802.4849853515625,0.6192130446434021
164,572.9112548828125,668.9495849609375,0.7619492411613464,724.8114013671875,793.9462890625,0.7790928483009338
165,569.239013671875,665.3264770507812,0.7585052251815796,742.1246948242188,785.314453125,0.8237938284873962
166,565.150634765625,662.7726440429688,0.8829527497291565,758.936767578125,771.2630615234375,0.7585436701774597
167,560.7144165039062,664.8900756835938,0.8409552574157715,772.7433471679688,752.9845581054688,0.8585963249206543
168,556.8649291992188,669.2792358398438,0.7612013220787048,780.4575805664062,736.724853515625,0.8184520602226257
169,551.0569458007812,672.1471557617188,0.7894424200057983,783.9120483398438,724.8090209960938,0.8285828232765198
170,548.9188842773438,680.10546875,0.8873483538627625,784.9348754882812,715.3944091796875,0.867121160030365
171,546.083740234375,687.9644165039062,0.9167774319648743,786.5426635742188,705.18896484375,0.9296879768371582
172,541.5580444335938,694.1207275390625,0.8142715096473694,786.9335327148438,698.1475830078125,0.9483347535133362
173,539.1116943359375,698.3085327148438,0.7305644750595093,785.8836669921875,693.5617065429688,0.9465992450714111
174,537.1996459960938,707.66943359375,0.903448224067688,782.5272216796875,694.7020874023438,0.9299236536026001
175,540.8826293945312,727.0889892578125,0.8997464776039124,779.2008666992188,694.9720458984375,0.936474084854126
176,547.6736450195312,745.4035034179688,0.8675390481948853,777.3187255859375,693.8706665039062,0.9224264621734619
177,554.7110595703125,756.4440307617188,0.9120281934738159,777.945556640625,689.0333251953125,0.9330536127090454
178,564.2640380859375,765.8560791015625,0.9059230089187622,779.4855346679688,684.117919921875,0.9052583575248718
179,584.3256225585938,778.2201538085938,0.8249582052230835,779.8219604492188,684.1115112304688,0.9072372913360596
180,606.5264282226562,791.1373291015625,0.7648217678070068,781.1530151367188,687.1888427734375,0.9027553796768188
181,622.2115478515625,799.8887329101562,0.8456487655639648,782.8177490234375,685.4757080078125,0.9097374677658081
182,641.5907592773438,807.5562744140625,0.7825121283531189,783.8060913085938,685.4290771484375,0.922400712966919
183,660.8342895507812,815.072021484375,0.7939043641090393,782.6166381835938,684.962890625,0.9116276502609253
184,681.9920654296875,819.8839111328125,0.8291648030281067,780.7870483398438,681.7987670898438,0.9003273844718933
185,699.5531616210938,822.612060546875,0.7633115649223328,776.9705200195312,673.629638671875,0.8884792327880859
186,714.1082153320312,822.2339477539062,0.7207502722740173,773.52294921875,667.4337768554688,0.9243628978729248
187,722.5814819335938,820.4647827148438,0.8513532876968384,766.9009399414062,663.8652954101562,0.9198195338249207
188,730.0006103515625,821.0740966796875,0.753445565700531,758.2066650390625,656.5548095703125,0.9304998517036438
189,727.9021606445312,825.4573974609375,0.6935865879058838,743.3638305664062,651.3203125,0.7513384222984314
190,735.79150390625,822.5233764648438,0.7517860531806946,730.822998046875,646.192138671875,0.9191787242889404
191,747.9788208007812,815.5140380859375,0.7470613121986389,722.7290649414062,643.3718872070312,0.9346771836280823
192,765.8399658203125,800.9375610351562,0.7045865654945374,720.4403076171875,643.9485473632812,0.9350385665893555
193,783.2637329101562,784.7182006835938,0.6640595197677612,717.5931396484375,644.3148803710938,0.9388030767440796
194,796.4153442382812,771.7168579101562,0.7285201549530029,709.8528442382812,647.0630493164062,0.945260763168335
195,805.118408203125,771.1498413085938,0.8038051128387451,704.2683715820312,649.595947265625,0.9477464556694031
196,814.694091796875,771.4269409179688,0.7220693826675415,699.4341430664062,651.4608154296875,0.9246903657913208
197,819.9559326171875,764.5001831054688,0.6837754249572754,694.4876098632812,652.6890258789062,0.887130856513977
198,827.7052612304688,754.3234252929688,0.8406181931495667,687.2922973632812,654.0375366210938,0.8992488980293274
199,835.8262939453125,746.43212890625,0.8104790449142456,683.5980224609375,656.9129638671875,0.8595722913742065
200,843.1932983398438,734.3702392578125,0.8439933061599731,679.8497924804688,660.2660522460938,0.8747068047523499
201,843.774658203125,717.1941528320312,0.801780641078949,677.8191528320312,667.123779296875,0.9014247059822083
202,843.4493408203125,702.2784423828125,0.7118648290634155,677.7228393554688,673.9891967773438,0.8522875905036926
203,845.268798828125,695.97314453125,0.6912252306938171,676.5751953125,682.7935791015625,0.7965229153633118
204,851.0692749023438,693.159423828125,0.7079615592956543,673.4151611328125,690.9390869140625,0.6805563569068909
205,854.3579711914062,686.327880859375,0.7597318291664124,667.49560546875,700.6390380859375,0.6335214376449585
206,852.888671875,670.0966796875,0.8121627569198608,667.5535278320312,714.5301513671875,0.7030785083770752
207,849.5942993164062,652.2133178710938,0.7695620656013489,668.7120971679688,725.3433227539062,0.7812165021896362
208,836.123046875,638.7807006835938,0.6636638045310974,670.6698608398438,739.8543701171875,0.7914205193519592
209,818.6032104492188,631.5676879882812,0.8006604909896851,673.9195556640625,753.9411010742188,0.8531103134155273
210,800.8565673828125,630.8455200195312,0.8516438007354736,678.1885986328125,767.1868896484375,0.7623260021209717
211,783.2341918945312,633.124267578125,0.7950054407119751,681.8546142578125,777.6710815429688,0.6496965289115906
212,763.659423828125,638.8809204101562,0.7865515351295471,686.318359375,784.7552490234375,0.6669721007347107
213,743.353759765625,641.836181640625,0.8404636383056641,690.6273803710938,794.1163330078125,0.8272454738616943
214,718.8592529296875,650.6146240234375,0.6929914355278015,694.8370971679688,800.43701171875,0.8536576628684998
215,692.34765625,658.2525024414062,0.8217247724533081,702.697509765625,806.7734375,0.809223473072052
216,672.8720092773438,664.7625122070312,0.7758960723876953,710.1685791015625,813.1490478515625,0.8258693814277649
217,659.6712036132812,669.7875366210938,0.8675757646560669,725.7321166992188,820.0760498046875,0.7006697058677673
218,652.229248046875,676.8139038085938,0.7756111025810242,740.9924926757812,823.0346069335938,0.8901519775390625
219,643.9844970703125,683.1619262695312,0.8579035401344299,756.8572387695312,819.2297973632812,0.9770572185516357
220,638.087646484375,686.10498046875,0.7302249670028687,769.6932983398438,814.451416015625,0.9577047824859619
221,635.659912109375,692.27783203125,0.7338464260101318,782.1455078125,809.7155151367188,0.8996648192405701
222,633.5829467773438,699.1207885742188,0.7345829606056213,796.1312866210938,802.2005615234375,0.8594273924827576
223,633.8558959960938,708.4898681640625,0.8526797294616699,808.0879516601562,792.5333862304688,0.6049690842628479
224,636.7297973632812,720.5187377929688,0.782046377658844,818.4771728515625,781.7097778320312,0.8153100609779358
225,638.953857421875,734.7028198242188,0.9021286964416504,827.33251953125,773.8228149414062,0.9005416631698608
226,644.5490112304688,752.8858032226562,0.9317190647125244,833.9232177734375,768.0359497070312,0.9548108577728271
227,652.892333984375,773.6017456054688,0.8879036903381348,834.399169921875,766.2565307617188,0.9488509297370911
228,662.8143310546875,790.9029541015625,0.8914828300476074,832.158203125,764.7383422851562,0.9375458359718323
229,668.9698486328125,809.2302856445312,0.7796835899353027,831.24658203125,762.0191040039062,0.9068528413772583
230,676.0199584960938,827.3494262695312,0.7007081508636475,831.5750732421875,757.7916870117188,0.8860197067260742
231,687.1618041992188,841.91845703125,0.6943917870521545,830.9456787109375,753.7608642578125,0.8707351684570312
232,700.2376708984375,855.8369750976562,0.5745800733566284,829.3609619140625,748.9573974609375,0.8785178661346436
233,714.1580810546875,865.5244750976562,0.6921527981758118,830.3463745117188,743.9419555664062,0.8774253726005554
234,731.0492553710938,873.685546875,0.5735104084014893,830.9257202148438,740.244140625,0.908091127872467
235,744.5419311523438,882.9458618164062,0.6730961799621582,829.65234375,738.8317260742188,0.8879785537719727
236,752.6076049804688,893.3367919921875,0.7283638119697571,827.7202758789062,739.0648193359375,0.83446204662323
237,756.4793090820312,904.2018432617188,0.585244357585907,827.9991455078125,737.7464599609375,0.8598492741584778
238,767.0075073242188,913.5689086914062,0.5364930033683777,827.8182983398438,739.9931640625,0.7960590124130249
239,778.5284423828125,922.1129760742188,0.6105756163597107,826.4603881835938,742.366455078125,0.8483471274375916
240,785.334716796875,925.6658935546875,0.43695542216300964,824.0531616210938,746.0992431640625,0.8001532554626465
241,796.0166625976562,930.2451782226562,0.6651065349578857,818.6107177734375,746.8704223632812,0.7590303421020508
242,799.2982788085938,934.171142578125,0.42084193229675293,602.0524291992188,1515.3154296875,0.54463130235672
243,804.3080444335938,938.636962890625,0.5920805335044861,602.4129028320312,1515.6737060546875,0.5198897123336792
244,802.4357299804688,942.4965209960938,0.5710473656654358,798.0452880859375,725.5035400390625,0.7131944298744202
245,800.8886108398438,942.6968994140625,0.5662069320678711,789.6403198242188,723.6978149414062,0.8026954531669617
246,801.5523071289062,940.71923828125,0.5005543828010559,780.7022705078125,721.6502685546875,0.7623571753501892
247,801.274169921875,940.335205078125,0.4765930771827698,770.5166625976562,717.2037353515625,0.8972799181938171
248,800.2347412109375,942.8438720703125,0.6075146794319153,762.53857421875,717.4315795898438,0.8611747026443481
249,796.1765747070312,950.1993408203125,0.6147756576538086,757.5029296875,720.4282836914062,0.9219085574150085
250,787.5999145507812,959.8233642578125,0.5086981058120728,752.1663818359375,724.4110107421875,0.9127379059791565
251,783.891357421875,967.8104248046875,0.379421204328537,750.9883422851562,730.3289794921875,0.8604462146759033
252,781.6983032226562,976.0781860351562,0.49621689319610596,747.9511108398438,735.7801513671875,0.8282073736190796
253,773.019287109375,984.1197509765625,0.5057072043418884,743.28759765625,743.1900634765625,0.8760730624198914
254,762.9601440429688,991.98046875,0.4103292226791382,739.4708862304688,751.1622924804688,0.9054124355316162
255,753.429443359375,996.7578125,0.546586811542511,735.71142578125,755.1627807617188,0.9277432560920715
256,751.9666137695312,1000.5783081054688,0.4046524465084076,732.0117797851562,760.072021484375,0.899303138256073
257,754.057373046875,1000.88134765625,0.3879918158054352,729.7987670898438,766.1304321289062,0.8705505132675171
258,757.961181640625,1001.9959106445312,0.3821336328983307,726.882568359375,770.1519775390625,0.7863909006118774
259,761.0323486328125,1003.871826171875,0.3023394048213959,722.9181518554688,771.8475341796875,0.8557040691375732
260,757.9381713867188,1005.9788818359375,0.3074202537536621,717.3880004882812,770.9739990234375,0.8443061709403992
261,758.6299438476562,1006.4559936523438,0.5908914804458618,710.6323852539062,771.7153930664062,0.824555516242981
262,756.655029296875,1006.3607177734375,0.5795376300811768,704.5325927734375,769.1014404296875,0.8319121599197388
263,754.245849609375,1003.3173217773438,0.639155924320221,695.6089477539062,768.1715087890625,0.72865891456604
264,749.5364990234375,994.800537109375,0.5367936491966248,694.1543579101562,767.1917114257812,0.8513738512992859
265,745.02099609375,985.8145141601562,0.31134316325187683,694.3131713867188,765.7699584960938,0.8876453638076782
266,737.7696533203125,979.16064453125,0.38937312364578247,695.599365234375,764.9512329101562,0.8872575163841248
