scorer,DLC_resnet50_Circling_FinalJul23shuffle4_100000,DLC_resnet50_Circling_FinalJul23shuffle4_100000,DLC_resnet50_Circling_FinalJul23shuffle4_100000,DLC_resnet50_Circling_FinalJul23shuffle4_100000,DLC_resnet50_Circling_FinalJul23shuffle4_100000,DLC_resnet50_Circling_FinalJul23shuffle4_100000
bodyparts,nose,nose,nose,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood
108,672.2511596679688,880.1608276367188,0.9436041712760925,747.1076049804688,756.9044799804688,0.8970580697059631
109,672.2511596679688,886.3098754882812,0.9650646448135376,748.4432373046875,740.2606201171875,0.8905850052833557
110,672.2511596679688,894.7050170898438,0.9632026553153992,749.4226684570312,716.427490234375,0.917686402797699
111,664.380615234375,899.0762329101562,0.9761600494384766,750.352294921875,700.015380859375,0.9110507369041443
112,660.6368408203125,899.1668701171875,0.980820894241333,750.6063232421875,686.0200805664062,0.948041558265686
113,660.6368408203125,899.60595703125,0.9781495928764343,754.390869140625,685.239013671875,0.9719517230987549
114,660.6368408203125,901.3599243164062,0.9718651175498962,762.6047973632812,685.239013671875,0.9641095399856567
115,662.8364868164062,903.1569213867188,0.9489583969116211,772.6134033203125,685.239013671875,0.9804948568344116
116,669.585205078125,904.7433471679688,0.9607117176055908,778.05712890625,690.4432983398438,0.9689182043075562
117,676.5413818359375,904.7877807617188,0.9726515412330627,782.4472045898438,692.6047973632812,0.9722661375999451
118,680.1741943359375,905.4137573242188,0.9664269089698792,782.4472045898438,692.6047973632812,0.9751176834106445
119,685.0587158203125,905.4137573242188,0.9600515365600586,782.4472045898438,692.6047973632812,0.9716548323631287
120,691.9458618164062,904.7433471679688,0.9750520586967468,779.3275756835938,689.7998046875,0.9687367081642151
121,703.579345703125,904.0955810546875,0.9738203287124634,776.1597290039062,686.7162475585938,0.9831893444061279
122,718.9797973632812,897.7577514648438,0.9688828587532043,768.8836059570312,683.814208984375,0.9715917110443115
123,734.8511962890625,889.8828735351562,0.9675283432006836,760.1526489257812,681.3986206054688,0.9725827574729919
124,743.9258422851562,882.9891357421875,0.9727020859718323,747.8850708007812,679.6471557617188,0.9729405641555786
125,751.3925170898438,878.3945922851562,0.9375454187393188,740.3788452148438,676.499755859375,0.9877265095710754
126,760.084716796875,870.1215209960938,0.9787279963493347,734.6366577148438,672.8735961914062,0.9813676476478577
127,768.607421875,864.471435546875,0.9708667397499084,734.6366577148438,670.5665893554688,0.9734988212585449
128,774.85498046875,859.19140625,0.9627954959869385,734.6366577148438,670.5665893554688,0.9734352231025696
129,784.935791015625,855.2206420898438,0.9767293930053711,734.7198486328125,670.5665893554688,0.9802501201629639
130,797.835205078125,852.9153442382812,0.9752063751220703,734.7198486328125,672.1438598632812,0.9797981977462769
131,812.9027099609375,841.2946166992188,0.9696270227432251,734.7198486328125,674.5503540039062,0.9739065766334534
132,825.96533203125,829.0653076171875,0.9573213458061218,730.892333984375,677.1376953125,0.9766504764556885
133,834.2566528320312,812.9840698242188,0.9732252359390259,728.8499145507812,679.6016235351562,0.9727457165718079
134,841.0755615234375,796.5704345703125,0.956961989402771,727.1963500976562,682.8121337890625,0.9666289687156677
135,851.346923828125,778.776123046875,0.9582566022872925,721.3536987304688,683.4459228515625,0.9533601999282837
136,863.0776977539062,758.9926147460938,0.9581207633018494,715.8517456054688,686.2836303710938,0.9581450819969177
137,863.0776977539062,739.0399780273438,0.9508314728736877,710.548828125,692.5174560546875,0.985625684261322
138,863.0776977539062,721.717041015625,0.9457776546478271,704.2533569335938,700.4019775390625,0.9743298888206482
139,856.798095703125,707.6021728515625,0.9592231512069702,699.2950439453125,705.4771728515625,0.9715389013290405
140,848.3458251953125,696.2589111328125,0.9334524869918823,696.505859375,714.6099853515625,0.9680916666984558
141,845.8544921875,687.3323974609375,0.9121293425559998,690.1959228515625,724.3489990234375,0.9812555909156799
142,845.5206909179688,685.4595947265625,0.9381110668182373,686.384521484375,736.4285278320312,0.9768664240837097
143,840.5746459960938,681.4376831054688,0.9267615079879761,681.9556884765625,748.5594482421875,0.9566789865493774
144,831.390625,677.6136474609375,0.9547344446182251,681.0446166992188,752.659912109375,0.9809879064559937
145,807.8453369140625,665.8228759765625,0.9464600682258606,681.0446166992188,756.632080078125,0.9744088649749756
146,781.4857788085938,653.9828491210938,0.9284257292747498,681.0446166992188,759.0802001953125,0.9628615975379944
147,754.3314208984375,647.5866088867188,0.18303684890270233,683.4284057617188,762.1664428710938,0.9375322461128235
148,730.243896484375,645.6289672851562,0.32434213161468506,683.9288330078125,764.9991455078125,0.9410479664802551
149,712.6845703125,643.5069580078125,0.9215522408485413,686.15966796875,766.1171875,0.9482359290122986
150,697.4248657226562,639.2456665039062,0.9611173272132874,686.7703247070312,767.729736328125,0.956275999546051
151,685.9102783203125,639.156494140625,0.9605569243431091,686.8992309570312,767.729736328125,0.9279282689094543
152,673.9931030273438,639.156494140625,0.968203067779541,687.1103515625,767.729736328125,0.8015583753585815
153,664.9639282226562,639.156494140625,0.9618880152702332,687.2669067382812,767.8056640625,0.5824407339096069
154,652.7474365234375,646.5933227539062,0.9755150675773621,687.8447875976562,766.5628662109375,0.28369462490081787
155,642.4365234375,652.9161987304688,0.9772734045982361,723.5072021484375,766.5628662109375,0.3616528809070587
156,634.3065185546875,653.1807861328125,0.9648818969726562,725.8093872070312,816.9900512695312,0.29709452390670776
157,628.764404296875,655.0567016601562,0.9747394919395447,725.8093872070312,816.9900512695312,0.23067452013492584
158,621.1281127929688,655.1535034179688,0.9557502865791321,727.7824096679688,816.5299072265625,0.2239547073841095
159,613.0911865234375,658.0283203125,0.9709591269493103,728.0618286132812,816.5299072265625,0.3226839303970337
160,604.4591064453125,658.2918701171875,0.964099645614624,732.744873046875,814.7916870117188,0.18287822604179382
161,594.98583984375,663.9474487304688,0.9713970422744751,735.0040283203125,811.9507446289062,0.12353605031967163
162,585.829833984375,669.0523071289062,0.9524248838424683,735.0040283203125,811.9507446289062,0.15177230536937714
163,577.0170288085938,669.0523071289062,0.9725981950759888,738.3404541015625,801.037841796875,0.6132091283798218
164,572.403564453125,669.0523071289062,0.9590631723403931,744.0330200195312,793.0303955078125,0.9474310874938965
165,569.20263671875,665.6180419921875,0.9554681181907654,755.8515625,785.7756958007812,0.9406379461288452
166,565.176025390625,665.6180419921875,0.9756975173950195,761.7276611328125,770.3243408203125,0.9297171235084534
167,560.8233032226562,665.6180419921875,0.9705507755279541,773.166259765625,751.451416015625,0.9604781866073608
168,555.5580444335938,669.9286499023438,0.9603478908538818,778.235107421875,736.3588256835938,0.9406186938285828
169,550.9609375,674.270751953125,0.9756864905357361,781.3848876953125,723.9735107421875,0.9432631731033325
170,548.9712524414062,683.532470703125,0.9801133871078491,784.4663696289062,714.2449340820312,0.9118744134902954
171,546.017333984375,690.5845336914062,0.9821820855140686,785.2227783203125,703.8856811523438,0.9442334771156311
172,542.2340698242188,696.6144409179688,0.9600514769554138,785.2227783203125,695.7275390625,0.9648635983467102
173,541.7029418945312,700.459228515625,0.9629467725753784,785.2227783203125,693.5440063476562,0.9707428216934204
174,541.7029418945312,710.6727905273438,0.980811595916748,781.274658203125,693.270751953125,0.9622491598129272
175,541.7029418945312,728.811279296875,0.9810472130775452,777.0928955078125,691.7684936523438,0.967528760433197
176,548.1778564453125,747.4352416992188,0.9794410467147827,777.0928955078125,691.7684936523438,0.9621986150741577
177,555.15478515625,758.3840942382812,0.9864733219146729,777.0928955078125,687.80712890625,0.9545326828956604
178,564.779296875,766.5010375976562,0.9842864871025085,777.3899536132812,687.7950439453125,0.9227619171142578
179,583.1558837890625,779.8098754882812,0.9791606068611145,778.73095703125,685.44091796875,0.9255082607269287
180,604.4613037109375,792.9241943359375,0.9736191034317017,780.258544921875,684.966552734375,0.9264993071556091
181,623.2786254882812,802.3450927734375,0.9765564203262329,781.2659301757812,685.44091796875,0.9141323566436768
182,642.3500366210938,810.2238159179688,0.9799537658691406,781.2659301757812,684.966552734375,0.9100232720375061
183,661.95263671875,816.7521362304688,0.9807350039482117,781.2659301757812,684.966552734375,0.9067380428314209
184,682.5940551757812,822.0222778320312,0.9826002717018127,778.7946166992188,684.5842895507812,0.9396175742149353
185,700.9727172851562,822.0222778320312,0.9832911491394043,773.2764282226562,679.91162109375,0.9697480797767639
186,714.1235961914062,822.4519653320312,0.9711399674415588,767.023681640625,665.783447265625,0.9698770046234131
187,724.079833984375,822.8260498046875,0.9771223664283752,757.2477416992188,665.783447265625,0.9732246994972229
188,729.1473999023438,822.8260498046875,0.9669431447982788,757.2477416992188,661.2601928710938,0.9741102457046509
189,730.9306640625,822.4519653320312,0.9465477466583252,730.3757934570312,653.9148559570312,0.9349393844604492
190,735.9978637695312,822.4519653320312,0.9716668725013733,722.8145751953125,643.5747680664062,0.9643543362617493
191,749.7450561523438,814.8684692382812,0.9708989858627319,720.1748657226562,640.3717651367188,0.9691989421844482
192,764.5067749023438,801.002197265625,0.9769128561019897,720.1748657226562,640.3717651367188,0.9487287998199463
193,782.3878173828125,783.0248413085938,0.9727581143379211,717.556640625,640.3717651367188,0.9580947160720825
194,795.4307861328125,771.3411865234375,0.9729539752006531,711.567138671875,643.8858032226562,0.9712520837783813
195,805.8980712890625,770.8770141601562,0.9738513231277466,704.3878173828125,646.46337890625,0.9695818424224854
196,814.4566650390625,769.7686767578125,0.9706328511238098,699.2151489257812,648.9102172851562,0.9642025232315063
197,819.2278442382812,764.9050903320312,0.9632795453071594,694.1438598632812,649.8242797851562,0.961419939994812
198,826.3090209960938,752.8546142578125,0.966895341873169,686.1201171875,651.5006103515625,0.95307856798172
199,835.817626953125,746.6054077148438,0.9553263783454895,681.7802124023438,654.8817138671875,0.9802863001823425
200,842.4202880859375,733.8287963867188,0.9611418843269348,679.627197265625,658.711669921875,0.9852296710014343
201,844.6544189453125,716.7531127929688,0.9352119565010071,678.0319213867188,665.40478515625,0.9799140095710754
202,846.1661376953125,701.5904541015625,0.9092405438423157,674.2454833984375,671.64306640625,0.986627995967865
203,848.5697021484375,695.5975952148438,0.9323921203613281,673.9330444335938,681.3031616210938,0.9723942875862122
204,853.4286499023438,691.896484375,0.9565011858940125,670.748046875,690.3510131835938,0.9680894017219543
205,853.4286499023438,682.7965087890625,0.8904430270195007,669.2649536132812,701.9776611328125,0.9077190160751343
206,853.4286499023438,666.8838500976562,0.9018475413322449,669.2649536132812,712.3697509765625,0.9090280532836914
207,850.6322021484375,648.6651611328125,0.8379082679748535,669.2649536132812,725.6376953125,0.9340527057647705
208,839.1188354492188,637.3161010742188,0.9442036151885986,671.0664672851562,739.3475341796875,0.9694655537605286
209,819.62158203125,632.8303833007812,0.9724856615066528,673.9285888671875,753.8228149414062,0.970538318157196
210,800.7589111328125,632.8303833007812,0.9663273096084595,677.2355346679688,764.3228149414062,0.9415098428726196
211,782.15576171875,632.8303833007812,0.944343090057373,681.4674682617188,775.0838012695312,0.9444339871406555
212,761.531494140625,637.2567138671875,0.9253325462341309,684.942138671875,784.267578125,0.952539324760437
213,738.4354248046875,641.6271362304688,0.9361613988876343,689.337158203125,792.1838989257812,0.9628013372421265
214,716.0020751953125,651.538330078125,0.8944756984710693,694.0650634765625,800.7697143554688,0.9613295793533325
215,690.6233520507812,659.9142456054688,0.8736352324485779,700.652587890625,807.2783203125,0.9467473030090332
216,673.3919677734375,667.0614013671875,0.930264413356781,709.8768310546875,811.947509765625,0.9319722056388855
217,660.4886474609375,671.7127075195312,0.9663935303688049,723.1239624023438,818.37939453125,0.9613781571388245
218,651.4225463867188,678.632568359375,0.966136634349823,737.8624877929688,818.37939453125,0.9710953235626221
219,644.0874633789062,685.5723876953125,0.9688934683799744,753.654296875,818.37939453125,0.9801610112190247
220,638.0870971679688,689.6976928710938,0.9692816138267517,767.5079956054688,815.4508056640625,0.9726865291595459
221,635.1966552734375,693.9284057617188,0.9626827836036682,781.2902221679688,809.7208251953125,0.9686800837516785
222,635.1966552734375,701.928955078125,0.964089572429657,793.432373046875,801.2428588867188,0.9599956274032593
223,635.1966552734375,711.0053100585938,0.9693636894226074,805.70361328125,791.7212524414062,0.9196352362632751
224,636.8945922851562,721.7757568359375,0.9813852310180664,816.7522583007812,779.6786499023438,0.953014612197876
225,639.2486572265625,738.1136474609375,0.9873858690261841,825.33935546875,772.697265625,0.9729692339897156
226,643.1798095703125,754.896240234375,0.9877064824104309,830.795166015625,765.7360229492188,0.9514762759208679
227,652.33349609375,775.3042602539062,0.981204628944397,830.795166015625,763.5343017578125,0.9543424248695374
228,660.324462890625,793.705078125,0.9812275171279907,830.795166015625,763.1673583984375,0.9469462037086487
229,667.6743774414062,810.7378540039062,0.9693815112113953,829.908447265625,762.7789916992188,0.9531019926071167
230,674.7528686523438,828.4547729492188,0.9745081663131714,828.8566284179688,758.0045166015625,0.9651003479957581
231,684.9614868164062,842.2564086914062,0.9714125990867615,828.4862060546875,752.6190795898438,0.940798819065094
232,700.0726318359375,856.7650756835938,0.9619070887565613,828.4862060546875,748.7330932617188,0.9368503093719482
233,712.6881103515625,866.9746704101562,0.968672513961792,828.0167846679688,743.1668090820312,0.9444245100021362
234,728.4928588867188,876.1468505859375,0.9653353691101074,827.2050170898438,739.7290649414062,0.9425057172775269
235,743.5651245117188,884.433349609375,0.9700562357902527,827.2050170898438,738.2759399414062,0.9279685020446777
236,752.7079467773438,894.253173828125,0.9536029696464539,826.55224609375,738.2759399414062,0.8513186573982239
237,756.2720336914062,906.4046630859375,0.9684827327728271,826.2168579101562,738.2759399414062,0.7527575492858887
238,766.3792114257812,914.8099975585938,0.9149295091629028,826.0419311523438,738.2763061523438,0.8443002104759216
239,778.8367309570312,922.37353515625,0.9474992752075195,825.3711547851562,740.6389770507812,0.7488794922828674
240,789.1536254882812,927.3423461914062,0.8912609815597534,821.626953125,740.6389770507812,0.8407105207443237
241,798.4521484375,931.0247192382812,0.9453837275505066,817.2207641601562,740.6389770507812,0.687023401260376
242,803.8007202148438,933.7006225585938,0.9162335991859436,796.3834228515625,722.9080200195312,0.683997392654419
243,803.8007202148438,939.2413940429688,0.910282552242279,786.3163452148438,717.9984741210938,0.7289435863494873
244,803.8007202148438,942.325439453125,0.9392340183258057,779.53564453125,717.3622436523438,0.48969537019729614
245,801.3385009765625,942.325439453125,0.9391672611236572,778.28564453125,717.3622436523438,0.8773755431175232
246,800.831787109375,942.9962768554688,0.9416363835334778,778.28564453125,717.3622436523438,0.9125630259513855
247,800.6572875976562,944.6087036132812,0.9369422793388367,768.5573120117188,716.3739013671875,0.9172850251197815
248,800.6004028320312,944.8204956054688,0.9177852869033813,760.72119140625,716.3739013671875,0.9335076212882996
249,794.2816772460938,952.6761474609375,0.9140924215316772,754.5506591796875,716.3739013671875,0.9413938522338867
250,786.9208374023438,961.3529663085938,0.9171165227890015,749.7466430664062,719.6673583984375,0.9382393956184387
251,782.5421752929688,970.9016723632812,0.9114863872528076,747.9357299804688,727.9937744140625,0.9416983127593994
252,780.0828247070312,978.4298706054688,0.9342853426933289,745.1385498046875,733.7582397460938,0.9411684274673462
253,773.267333984375,985.610107421875,0.915060818195343,740.907470703125,740.8776245117188,0.9780976176261902
254,760.4862060546875,993.5361328125,0.9361132383346558,736.70751953125,747.603271484375,0.9612055420875549
255,752.3529663085938,998.4002685546875,0.883301854133606,733.8739624023438,751.7320556640625,0.9732609391212463
256,752.3529663085938,1001.9598388671875,0.9120606184005737,730.7926025390625,759.4280395507812,0.9641860127449036
257,752.3529663085938,1003.0167236328125,0.9033117294311523,728.0675048828125,764.0374145507812,0.9697223901748657
258,755.804443359375,1004.0121459960938,0.8997768759727478,724.2451782226562,766.7421264648438,0.9682561159133911
